電柱番号,設置付近住所,町会名,管理番号,緯度,経度
大釜076,仙波町2792,大釜,163-006,36.48020418,139.5602077
大釜069,仙波町2842,大釜,163-007,36.47718374,139.5619849
大釜061,仙波町2845,大釜,163-008,36.47433805,139.5650989
大釜058,仙波町2845,大釜,163-009,36.47329153,139.5661075
大釜123,仙波町2845,大釜,163-010,36.47630389,139.5640323
大釜093,仙波町2976,大釜,163-011,36.46944175,139.5682086
大釜052,仙波町2982,大釜,163-012,36.47167724,139.5681012
大釜050,仙波町2982,大釜,163-013,36.47059408,139.568407
柿平182,柿平町1000,柿平,164-001,36.47072475,139.5527063
柿平311,柿平町1077,柿平,164-002,36.47223706,139.5480008
柿平064,柿平町1116,柿平,164-003,36.4724179,139.5525429
柿平306,柿平町1128,柿平,164-004,36.47205343,139.5507103
柿平313,柿平町1159,柿平,164-005,36.47260703,139.5472884
柿平102,柿平町132,柿平,164-006,36.45805689,139.5615602
柿平006,柿平町151,柿平,164-007,36.45882596,139.5613374
柿平262,柿平町186-1,柿平,164-008,36.45961922,139.5616435
柿平203,柿平町186-5,柿平,164-009,36.45910683,139.5615526
柿平013,柿平町225,柿平,164-010,36.46213342,139.559151
柿平148,柿平町240-2,柿平,164-011,36.45993866,139.5604776
柿平077,柿平町247,柿平,164-012,36.46044521,139.5608926
柿平011,柿平町270,柿平,164-014,36.46143235,139.5601812
柿平206,柿平町441,柿平,164-015,36.46563467,139.559575
柿平276,柿平町443,柿平,164-016,36.46505526,139.5597733
柿平249,柿平町443,柿平,164-017,36.4642204,139.5616548
柿平238,柿平町459-13,柿平,164-018,36.46330463,139.5597184
柿平241,柿平町459-14,柿平,164-019,36.46354325,139.560057
柿平284,柿平町459-8,柿平,164-020,36.46401201,139.5590859
柿平019,柿平町473-1,柿平,164-021,36.46498944,139.557726
柿平465A,柿平町475,柿平,164-022,36.46273637,139.5585713
柿平018,柿平町513-1,柿平,164-023,36.46377066,139.5584188
柿平161,柿平町554,柿平,164-024,36.46489964,139.5554149
柿平021,柿平町579,柿平,164-025,36.46603347,139.5569547
柿平119,柿平町588,柿平,164-026,36.46629337,139.55578
柿平024A,柿平町678,柿平,164-027,36.46678778,139.5556214
柿平406A,柿平町737,柿平,164-028,36.46894331,139.5537704
柿平209,柿平町768-1,柿平,164-029,36.47043758,139.55373
柿平402A,柿平町798,柿平,164-030,36.46775987,139.5544199
柿平177,柿平町823,柿平,164-031,36.46802344,139.5536305
柿平202,柿平町95-2,柿平,164-032,36.45933627,139.5628536
柿平185,柿平町992-5,柿平,164-033,36.47038123,139.5528776
柿平301,柿平町998,柿平,164-034,36.47162886,139.5528151
柿平028,柿平町513,柿平,164-035,36.46453803,139.5580502
柿平035,柿平町586-1,柿平,164-036,36.46630035,139.5567302
柿平412A,柿平町880,柿平,164-037,36.47071031,139.5536189
柿平304,柿平町1138,柿平,164-038,36.47193881,139.5517066
柿平309,柿平町1119,柿平,164-039,36.47194232,139.5490819
柿平114,柿平町263,柿平,164-040,36.46050777,139.5600288
柿平046A,水木町139,水木,165-007,36.47620905,139.5497813
柿平216,水木町143,水木,165-008,36.47686126,139.5500737
柿平218,水木町150-1,水木,165-009,36.47721538,139.5503114
柿平047A,水木町188-2,水木,165-010,36.47695709,139.5491738
柿平047A,水木町224,水木,165-011,36.47696537,139.5489827
柿平098A,水木町281-1,水木,165-012,36.47885373,139.5479902
柿平055,水木町461,水木,165-013,36.48108183,139.547099
柿平053,水木町461-1,水木,165-014,36.48036583,139.5475302
柿平058,水木町491-2,水木,165-015,36.4818909,139.5466205
柿平214,水木町51,水木,165-016,36.47581136,139.5511225
柿平221,水木町554,水木,165-017,36.48331655,139.5463416
柿平271,水木町570,水木,165-018,36.48329011,139.5458055
柿平226,水木町640,水木,165-019,36.48534101,139.545629
柿平223,水木町645,水木,165-020,36.48422615,139.5453227
柿平163A,水木町653,水木,165-021,36.48530768,139.5436215
柿平275,水木町777-1,水木,165-022,36.48619089,139.5447688
柿平191A,水木町807,水木,165-023,36.48577009,139.5432804
柿平225,水木町815-2,水木,165-024,36.48504937,139.5455155
柿平240,水木町815-2,水木,165-025,36.48633336,139.5442055
柿平040A,水木町29-3,水木,165-030,36.47427404,139.551364
柿平043A,水木町72,水木,165-031,36.47548418,139.5506548
柿平050A,水木町250,水木,165-032,36.47778616,139.5483864
柿平171A,水木町650,水木,165-036,36.48452858,139.5436715
柿平175A,水木町601,水木,165-037,36.48377817,139.5448853
柿平269,水木町130,水木,165-038,36.47640792,139.5498426
柿平282,水木町777-2,水木,165-039,36.48613619,139.5445514
柿平059,水木町515,水木,165-040,36.48228721,139.5461849
作原358,作原町1090,上作原,130-002,36.49746905,139.4898425
作原364,作原町1117,上作原,130-003,36.4996896,139.4894893
作原378,作原町1144,上作原,130-004,36.50194504,139.4874586
作原355,作原町1186,上作原,130-005,36.49652274,139.4908449
作原352,作原町1187-3,上作原,130-006,36.4950977,139.4913796
作原349,作原町1222,上作原,130-007,36.49480105,139.4925595
作原340,作原町1246,上作原,130-008,36.49343742,139.4954894
作原337,作原町1246,上作原,130-009,36.49318886,139.4969904
作原335,作原町1247,上作原,130-010,36.49283503,139.498174
作原096,作原町1457,上作原,130-015,36.50034293,139.4961568
作原092,作原町1458,上作原,130-016,36.49917335,139.496848
作原108,作原町1477,上作原,130-017,36.50245038,139.4942128
作原100,作原町1477,上作原,130-018,36.50160112,139.494713
作原345,作原町719,上作原,130-019,36.49363065,139.4933332
作原167,作原町1577,上作原,130-020,36.51027745,139.4945128
作原175,作原町1618,上作原,130-021,36.51190326,139.4933611
作原227,作原町900,上作原,130-036,36.48795699,139.4983829
作原066,作原町939,上作原,130-038,36.4882012,139.4973797
作原114,作原町1551,上作原,130-042,36.50748305,139.4937176
作原184,作原町1378,上作原,130-012,36.49728503,139.5004014
作原084,作原町1378,上作原,130-013,36.4953878,139.5018828
作原090,作原町1447,上作原,130-014,36.49782247,139.4986729
作原071,作原町995-1,上作原,130-039,36.49005596,139.4988545
作原081,作原町1355,上作原,130-040,36.49430817,139.5018725
作原181,作原町1373,上作原,130-041,36.49651794,139.5014211
柿平258,水木町1042,水木,165-001,36.48907491,139.5411532
柿平250,水木町1090-1,水木,165-002,36.48961485,139.540969
柿平330,水木町1133,水木,165-003,36.48951126,139.5394142
秋山001,水木町1148,水木,165-004,36.49046536,139.5399441
柿平344,水木町1153,水木,165-005,36.4895313,139.5382982
秋山005,水木町1286,水木,165-006,36.49162684,139.5392658
柿平242,水木町847,水木,165-026,36.4865061,139.5430814
柿平267,水木町873,水木,165-027,36.48686415,139.5433678
柿平336,水木町900-3,水木,165-028,36.48658273,139.5419444
柿平346,水木町945,水木,165-029,36.48771677,139.5410944
柿平072A,水木町936,水木,165-033,36.48799591,139.5416591
柿平073A,水木町1035,水木,165-034,36.48852895,139.5406444
柿平076A,水木町1065,水木,165-035,36.48931239,139.5403081
柿平068,水木町892,水木,165-041,36.48671802,139.5427232
柿平096Ａ,水木町1139,水木,165-042,36.48953877,139.5403044
秋山325,秋山町1023,下秋山,166-001,36.49799461,139.5201836
秋山321,秋山町1037,下秋山,166-002,36.49784125,139.5213992
秋山156A,秋山町1088,下秋山,166-003,36.49765351,139.5243418
秋山031A,秋山町1130,下秋山,166-004,36.49749165,139.5257002
秋山029A,秋山町1185,下秋山,166-005,36.49742107,139.5265741
秋山154A,秋山町1193,下秋山,166-006,36.49755302,139.5277687
秋山151A,秋山町1229,下秋山,166-007,36.49702645,139.5292249
秋山020A,秋山町1242,下秋山,166-008,36.49708313,139.5313514
秋山052,秋山町1285,下秋山,166-009,36.49631739,139.5323324
秋山204,秋山町1291,下秋山,166-010,36.49648203,139.5330785
秋山013,秋山町1361,下秋山,166-011,36.49456898,139.5344523
秋山301,秋山町1371,下秋山,166-012,36.49361939,139.5350859
秋山382,秋山町1398,下秋山,166-013,36.49314195,139.5335539
秋山315,秋山町1385,下秋山,166-014,36.493665,139.534073
秋山355,秋山町1559,下秋山,166-015,36.49321196,139.5345912
秋山225,秋山町1635,下秋山,166-016,36.49294117,139.5384069
秋山171A,秋山町765,下秋山,166-017,36.50552864,139.5224555
秋山375,秋山町801,下秋山,166-018,36.5039492,139.5222445
秋山169A,秋山町809,下秋山,166-019,36.5048177,139.5224728
秋山206,秋山町816,下秋山,166-020,36.50429968,139.5226539
秋山219,秋山町834,下秋山,166-021,36.50507014,139.523583
秋山047A,秋山町853,下秋山,166-022,36.50339037,139.5220145
秋山043A,秋山町887,下秋山,166-023,36.50239632,139.5217104
秋山015,秋山町9000,下秋山,166-024,36.49520034,139.5333522
秋山131,秋山町9000,下秋山,166-025,36.49411514,139.5354008
秋山139,秋山町9000,下秋山,166-026,36.4933816,139.5369855
秋山309,秋山町9000,下秋山,166-027,36.49235365,139.5325249
秋山161A,秋山町93,下秋山,166-028,36.5006393,139.5220394
秋山040A,秋山町945,下秋山,166-029,36.49920998,139.5222331
秋山326,秋山町972,下秋山,166-030,36.49776964,139.5226947
秋山039A,秋山町973,下秋山,166-031,36.49865872,139.5222117
秋山091,秋山町229,上秋山,167-004,36.52626108,139.519701
秋山083,秋山町305,上秋山,167-005,36.52200714,139.519839
秋山081,秋山町352,上秋山,167-007,36.52106973,139.5198288
秋山070,秋山町504,上秋山,167-008,36.51553319,139.5196089
秋山520,秋山町545,上秋山,167-009,36.51464835,139.5190277
秋山239,秋山町568,上秋山,167-010,36.51245114,139.5197866
秋山522A,秋山町609,上秋山,167-013,36.5119262,139.5191513
秋山524A,秋山町613,上秋山,167-014,36.5113346,139.5199278
秋山509,秋山町613,上秋山,167-015,36.51159036,139.5191345
秋山507,秋山町625,上秋山,167-016,36.51100681,139.5195153
秋山194,秋山町703-2,上秋山,167-017,36.50839498,139.5219815
秋山501,秋山町717,上秋山,167-018,36.50916622,139.5208616
秋山181A,秋山町717,上秋山,167-019,36.50849076,139.5211091
秋山190,秋山町728,上秋山,167-020,36.50758588,139.5229292
秋山176A,秋山町9000,上秋山,167-022,36.50706992,139.5217527
秋山505,秋山町9000,上秋山,167-024,36.51034802,139.519898
秋山174A,秋山町732,上秋山,167-025,36.50638606,139.5221691
秋山184A,秋山町628,上秋山,167-026,36.50959569,139.5208355
秋山514A,秋山町580,上秋山,167-029,36.5133565,139.5185114
秋山527,秋山町628,上秋山,167-030,36.51029554,139.5204716
秋山079,秋山町366,上秋山,167-031,36.51964106,139.5195791
秋山086,秋山町305,上秋山,167-032,36.5233997,139.5198947
秋山115,秋山町137,上秋山,167-001,36.53177528,139.5137788
秋山102,秋山町150,上秋山,167-002,36.53138295,139.5210493
秋山098,秋山町174,上秋山,167-003,36.5289874,139.5206181
秋山110,秋山町305-1,上秋山,167-006,36.53142089,139.5167097
秋山125,秋山町60,上秋山,167-011,36.5361255,139.5151689
秋山363,秋山町60,上秋山,167-012,36.5367207,139.5142014
秋山257,秋山町79,上秋山,167-021,36.53546229,139.5147687
秋山147,秋山町9000,上秋山,167-023,36.53033948,139.5213207
秋山2540,秋山町100,上秋山,167-027,36.53459678,139.513639
秋山2590,秋山町60,上秋山,167-028,36.53573804,139.5154349
秋山096,秋山町710,上秋山,167-033,36.52825164,139.5199712
秋山365,秋山町37,上秋山,167-034,36.53735539,139.514215
秋山106,秋山町305-1,上秋山,167-035,36.53132451,139.5180896
高山251,高山町923-3,高山町,500-094,36.27890236,139.6004617
高山245,高山町1587-1,高山町,500-095,36.27803159,139.6026264
花岡445,並木町890-3,並木町（大門）,500-061,36.32255317,139.5561955
越名120,馬門町1614,馬門町,500-063,36.28619015,139.5984607
若宮220,若宮上町4-9,若宮上町,500-065,36.29879084,139.5895094
高橋676,高橋町647,高橋町,500-076,36.28861592,139.5325046
高橋143,高橋町661-2,高橋町,500-077,36.2895226,139.52951
犬伏530,犬伏下町1962,犬伏下町,500-080,36.32272217,139.5995983
犬伏821Ａ,犬伏新町1327,犬伏新町,500-101,36.32228443,139.6033671
犬伏822Ａ,犬伏新町1326,犬伏新町,500-102,36.32233158,139.6037504
若松256Ａ,若松町611-2,若松町（城西）,500-103,36.32127833,139.5781819
上高橋258,村上町740-3,村上町,500-104,36.30116438,139.5276026
大橋南193,赤坂町967-19,赤坂町,500-105,36.30732935,139.568623
赤坂348,赤坂町165,赤坂町,500-106,36.3074932,139.5715673
海陸西880,赤坂町990-6,赤坂町,500-107,36.30044725,139.5690039
黒袴103,高萩町300-1,高萩町,500-117,36.30210362,139.5951241
黒袴104,高萩町298,高萩町,500-119,36.30195569,139.5959251
黒袴607,高萩町866-1,高萩町,500-118,36.30362447,139.6011898
黒袴150,高萩町1113-8,高萩町,500-120,36.30065727,139.5984564
高萩854,高萩町1225-4,高萩町,500-121,36.29775922,139.5965408
植上213,高萩町505-1,高萩町,500-122,36.30268712,139.5902512
大和122,金屋仲町2487,金屋仲町,500-126,36.31143494,139.576015
大和132,金屋仲町2486,金屋仲町,500-127,36.31142039,139.5763348
大和125,金屋仲町2482-1,金屋仲町,500-128,36.31140209,139.5768751
大和127,金屋仲町2481,金屋仲町,500-129,36.31138032,139.5774867
大和134,金屋仲町2477,金屋仲町,500-130,36.31136679,139.5777737
大和128,金屋仲町2475-2,金屋仲町,500-131,36.3113553,139.5780488
亀井244,金屋仲町2472,金屋仲町,500-132,36.31133123,139.5786408
亀井201,金屋仲町2468,金屋仲町,500-133,36.31132766,139.5788235
大和159,金屋仲町2416,金屋仲町,500-134,36.31134041,139.5757735
大和142Ａ,金屋仲町2408,金屋仲町,500-135,36.31105153,139.5749258
,金屋仲町2410,金屋仲町,500-137,36.31135211,139.5753049
大和161Ａ,金屋仲町2409,金屋仲町,500-136,36.31136365,139.5750982
,金屋仲町2420,金屋仲町,500-138,36.31132427,139.5761028
,金屋仲町2422,金屋仲町,500-139,36.31131187,139.5765383
,金屋仲町2430,金屋仲町,500-140,36.31127473,139.5775467
,金屋仲町2432,金屋仲町,500-141,36.3112615,139.5778925
,金屋仲町2439,金屋仲町,500-142,36.31122831,139.5788549
赤坂１７７Ａ,寺中町2377-8,寺中町,500-146,36.3001861,139.5716029
新吉水433,吉水駅前1-4-3,新吉水町北,500-062,36.34926797,139.5801098
下町243,栃本町2475-9,下田沼,500-064,36.36221874,139.5796857
弁天西182,赤見町4617-2,赤見町（駒場）,500-066,36.3494808,139.5108688
弁天西141,赤見町4617-2,赤見町（駒場）,500-067,36.34965661,139.5110944
弁天西140,赤見町4617-2,赤見町（駒場）,500-068,36.34998745,139.5115222
弁天西139,赤見町4617-2,赤見町（駒場）,500-069,36.35019757,139.5118036
弁天西138,赤見町4617-2,赤見町（駒場）,500-070,36.35048544,139.5121741
弁天西137,赤見町4617-2,赤見町（駒場）,500-071,36.35083224,139.5125741
弁天西134,赤見町4617-2,赤見町（駒場）,500-072,36.35182598,139.5139542
弁天西175,赤見町4617-2,赤見町（駒場）,500-073,36.35233253,139.514644
市の沢478,赤見町5624-1,赤見町（駒場）,500-074,36.35433211,139.5259731
市の沢474,赤見町3915-1,赤見町（駒場）,500-075,36.35363632,139.5273038
大門39,赤見町2190-3,赤見町（大門）,500-078,36.35251871,139.5449713
大門348,赤見町3355-1,赤見町（大門）,500-079,36.35705333,139.537739
寺久保20,出流原町43,出流原町,500-086,36.36456376,139.5439979
寺久保322,出流原町1558,出流原町,500-088,36.36354608,139.5311212
大門502,赤見町3303,出流原町,500-089,36.35913832,139.5413295
市の沢214,赤見町3600-6,赤見町（町屋）,500-096,36.35280677,139.5325852
堀米西440,小見町39,小見町,500-100,36.3359158,139.5713945
仲町193,堀米町371-3,堀米町（安良町下）,500-111,36.32435016,139.5909246
仲町108,堀米町372-4,堀米町（安良町下）,500-112,36.3246848,139.5905677
並木479,並木町71-2,並木町（堀之内）,500-113,36.32891198,139.5554091
米山277,米山南町44-5,米山南町,500-124,36.32495527,139.6096918
米山250,米山南町44-3,米山南町,500-125,36.32444055,139.6097856
下小見257,吉水町713-4,吉水,500-143,36.34842317,139.5739553
石塚204,石塚町1559,石塚町（上）,500-144,36.35711442,139.5633186
上石210,石塚町568-126,石塚町（上）,500-145,36.36245606,139.5549588
犬伏384,犬伏中町2276-12,犬伏中町,500-147,36.32688183,139.5969033
田沼166,栃本町2277-19,瓦町,500-081,36.36483139,139.58082
山形51,閑馬町193-11,閑馬下,500-082,36.39369329,139.5333217
寺久保22,出流原町49-1,出流原町,500-087,36.36481128,139.5433427
寺久保374,出流原町1478,出流原町,500-090,36.36801777,139.5326832
寺久保42Ａ,出流原町1334-2,出流原町,500-091,36.36888785,139.5346579
寺久保19Ａ,出流原町1362-3,出流原町,500-092,36.36963951,139.5338334
寺久保25,出流原町1102,出流原町,500-093,36.36535299,139.5423597
山形947,山形町85,山形,500-114,36.37869708,139.5456993
山形764,山形町1237-39,山形,500-115,36.38321698,139.5382624
山形766,山形町1237-50,山形,500-116,36.38336938,139.5388062
岩崎344,岩崎町349-3,岩崎（田沼）,500-123,36.38952946,139.5669219
寺久保452,寺久保町936-2,寺久保町,500-148,36.37335361,139.5304679
戸奈良145,戸奈良町776-7,戸奈良東,500-098,36.37037545,139.5586086
番場278,飛駒町672-1,飛駒一区,500-108,36.44169094,139.4825459
宮内39,閑馬町2297-2,閑馬下,500-083,36.40611519,139.5201627
牧382,牧町639-4,下牧,500-097,36.44161706,139.5817573
鉢の木413,鉢木町16-12,松井町,500-109,36.41678322,139.604716
鉢の木444,鉢木町9-28,松井町,500-110,36.41495437,139.6078369
中山102,飛駒町2230,飛駒二区,500-084,36.45842576,139.4649631
番場79,飛駒町1455-3,飛駒二区,500-085,36.45322547,139.4677826
中山237,飛駒町2305,飛駒三区,500-099,36.46335832,139.4668181
米山３２９,米山南町６２－１０,米山南町,500-151,36.32146128,139.6100133
下町４１１,田沼町４９６－５,下町（田沼）,500-150,36.36297077,139.5749414
水道４１９,堀米町３９０２－１５,堀米町（朱雀）,500-152,36.33274671,139.5798153
朱雀５４３,堀米町３９１９－１５,堀米町（朱雀）,500-153,36.33022377,139.5764319
朱雀１４０,堀米町３９７２－１０,堀米町（朱雀）,500-154,36.32618194,139.573147
朱雀１３８,堀米町３９７１－１３,堀米町（朱雀）,500-155,36.32581668,139.5743635
下町４８０,田沼町２１１,下町（田沼）,500-149,36.36725305,139.5698272
高砂149A,高砂町４２,高砂町,500-156,36.31376421,139.579397
米山４０６,関川町１１８５－１２,関川町,500-157,36.32191157,139.6104082
米山４１４,関川町１１８５－１４,関川町,500-158,36.32168221,139.610416
久保００３,堀米町１７０,堀米町（内堀米）,500-160,36.32057687,139.5819662
米山８０９,関川町９０４－３４,関川町,500-159,36.32327255,139.6126233
寺久保４４２,寺久保町８７,寺久保町,500-161,36.37262698,139.5338508
寺久保４０４,寺久保町１０５,寺久保町,500-162,36.37218109,139.5332279
寺久保６１３,寺久保町４９８,寺久保町,500-163,36.37485103,139.5183279
寺久保６１９,寺久保町５１２,寺久保町,500-164,36.37598958,139.517808
多田479,多田町1562-6,下多田,500-003,36.3834031,139.5982077
多田425,多田町3742-17,下多田,500-007,36.38157317,139.5988033
多田171,多田町465-3,下多田,500-010,36.3805,139.6014173
多田437,多田町1009,下多田,500-011,36.38096158,139.5959774
多田431,多田町988,下多田,500-019,36.37983436,139.5975201
多田486,多田町1218-5,下多田,500-024,36.37979224,139.5960035
多田485,多田町1198,下多田,500-027,36.37916301,139.5949308
多田489,多田町1058,下多田,500-029,36.3783824,139.5950126
多田455,多田町1194-1,下多田,500-031,36.37816207,139.5940772
多田624,多田町1175-4,下多田,500-032,36.37732884,139.5930376
多田644,多田町1166-1,下多田,500-037,36.37633746,139.5925517
多田629,多田町1161-1,下多田,500-040,36.37530732,139.5924653
多田447,多田町1069-2,下多田,500-046,36.37866152,139.5960516
多田303,多田町954-1,下多田,500-047,36.37834047,139.5970396
多田194,多田町561-19,下多田,500-050,36.37753973,139.6002234
多田163,多田町584-2,下多田,500-051,36.3772112,139.601046
多田389,多田町763-1,下多田,500-054,36.37606139,139.5987537
多田373,多田町799,下多田,500-055,36.37654498,139.5977279
多田319,多田町815-2,下多田,500-057,36.37601885,139.5957858
多田326,多田町806-3,下多田,500-058,36.37589873,139.5972075
多田577,多田町737,下多田,500-059,36.37462672,139.5982773
多田433,多田町995,下多田,500-014,36.38043129,139.5967101
多田30,多田町978,下多田,500-018,36.38015693,139.5982534
多田619,多田町1156-2,下多田,500-038,36.37618869,139.5929235
多田632,多田町1145-1,下多田,500-041,36.37530579,139.5927816
多田587,多田町663,下多田,500-060,36.37361544,139.5981965
多田668Ａ,多田町1105,下多田,500-043,36.37448814,139.5932153
多田670,多田町1143-6,下多田,500-042,36.3745782,139.5923331
多田306,多田町793-1,下多田,500-052,36.37768802,139.5972128
多田318,多田町895-2,下多田,500-056,36.3767381,139.5959459
多田50,多田町870-8,下多田,500-044,36.37370533,139.5934113
多田626,多田町1160,下多田,500-039,36.3757152,139.5929855
多田470,多田町1567-2,下多田,500-001,36.38328295,139.5994396
多田414,多田町1567-6,下多田,500-002,36.38318411,139.5989494
多田468,多田町1568-1,下多田,500-004,36.38267913,139.5993616
多田415,多田町1564,下多田,500-005,36.3826217,139.5990794
多田423,多田町1547-10,下多田,500-006,36.38173013,139.5986905
多田401,多田町3742,下多田,500-009,36.38131538,139.5993831
多田487,多田町1555-2,下多田,500-008,36.38218136,139.5976674
多田19,多田町1544,下多田,500-015,36.38075373,139.5980622
多田20,多田町1543,下多田,500-016,36.38036235,139.5981747
多田88,多田町981-1,下多田,500-017,36.38017809,139.5984742
多田467,多田町1005,下多田,500-012,36.38095578,139.5964583
多田435,多田町1003,下多田,500-013,36.3807304,139.5962907
多田31,多田町976,下多田,500-020,36.37959567,139.5978234
多田301,多田町968-2,下多田,500-021,36.37932716,139.5980404
多田445,多田町1039,下多田,500-022,36.37948044,139.5968394
多田446,多田町1028-3,下多田,500-023,36.37957329,139.5963478
多田441,多田町1212-1,下多田,500-025,36.37988159,139.5955651
多田472,多田町1251-9,下多田,500-026,36.37946259,139.5947087
多田491,多田町1196-4,下多田,500-028,36.3788061,139.5950628
多田457,多田町1263,下多田,500-035,36.37854937,139.5936421
多田465,多田町1195-5,下多田,500-030,36.37844255,139.5943973
多田408,多田町1262-1,下多田,500-034,36.3782051,139.5936459
多田693,多田町1271-4,下多田,500-033,36.37771706,139.5931988
多田462,多田町1191-5,下多田,500-045,36.37745662,139.5946028
多田368,多田町940-3,下多田,500-049,36.37813463,139.5985993
多田346,多田町947,下多田,500-048,36.37872779,139.5975229
多田371,多田町3824,下多田,500-053,36.37707074,139.5991316
多田617,多田町1088-3,下多田,500-036,36.37637558,139.5936716
高山205,高山町962,高山町,500-222,36.28034308,139.5996447
新晃187,浅沼町１９２,浅沼町,500-165,36.30943271,139.5852458
工団東298,伊勢山町４,伊勢山町,500-166,36.31963784,139.6061467
工団東525,鐙塚町３７８－１,鐙塚町,500-168,36.3078837,139.6067717
工団東230,伊勢山町１,伊勢山町,500-167,36.31908324,139.6066459
恵比寿138,久保町２１２,久保町,500-170,36.31623617,139.5827047
植野210,植野町１８４３,植野町（台南）,500-174,36.30420996,139.5761007
黒袴295,高萩町1334-14,高萩町,500-177,36.2983571,139.599968
黒袴361Ａ,高萩町1336-70,高萩町,500-175,36.29728409,139.6000393
黒袴362Ａ,高萩町1336-53,高萩町,500-176,36.29766719,139.600068
高萩361,高萩町668-3,高萩町,500-178,36.30453414,139.5964651
村上461,村上町544-3,村上町,500-199,36.30404406,139.5353193
植野幹8,金屋仲町2434,金屋仲町,500-206,36.31123643,139.5782642
堀米町西557Ａ,堀米町2701-15,堀米町（菊川）,500-215,36.32265957,139.5627075
,大橋町1136-5,大橋町（市街部）,500-213,36.31520313,139.5681254
NTT　直1　右3　28,免鳥町727,免鳥町（免鳥）,500-214,36.30865321,139.5444025
植上242,高萩町474,高萩町,500-216,36.30170713,139.5901916
黒袴535-01,高萩町890-1,高萩町,500-217,36.30435502,139.6029478
大橋南125,赤坂町960-19,赤坂町,500-219,36.30624223,139.5656258
海陸西298,赤坂町945-5,赤坂町,500-218,36.30356607,139.564296
海陸西865,赤坂町990-1,赤坂町,500-220,36.3006995,139.5685495
赤坂347,赤坂町165,赤坂町,500-221,36.30749628,139.5712876
堀米幹左3/22,若松町304,若松町（城東）,500-233,36.31982097,139.5810689
上高橋12,髙橋町2072-1,髙橋町,500-234,36.29385291,139.5260661
大原123,植下町632,植下町,500-237,36.29513145,139.5840774
若宮348支線柱,植下町4006-14,植下町,500-238,36.29729345,139.5843874
越名63,馬門町1624-3,馬門町,500-239,36.28735388,139.5973171
朱雀204,堀米町1196,堀米町（朱雀）,500-240,36.323389,139.5780037
仲町650-01,犬伏中町1650-5,犬伏中町,500-246,36.32228763,139.5960588
,伊賀町708-6,伊賀町,500-249,36.31638605,139.5757047
米山071,米山南町29-29,米山南町,500-256,36.32225306,139.6083843
,若松町316,若松町（城東）,500-258,36.31979498,139.581862
羽田357,下羽田町752-1,下羽田町,500-260,36.28723025,139.5457856
羽田361,下羽田町312-1,下羽田町,500-259,36.28864785,139.5460774
第一四幹　左2/右6/90,並木町1603-1,免鳥町（市街道）,500-261,36.31522861,139.5435376
米山支線91-6,関川町840-5,関川町,500-229,36.32384565,139.6122257
関川412,関川町915-21,関川町,500-230,36.32178747,139.6112342
新吉水191,吉水駅前2-9-30,新吉水町南,500-169,36.34273538,139.5767245
奈良渕229,奈良渕町344-10,奈良渕町,500-171,36.33721202,139.587698
奈良渕107,奈良渕町５２９－１,奈良渕町,500-172,36.33596556,139.5819327
奈良渕244,奈良渕町３３５,奈良渕町,500-173,36.33519717,139.585528
下町317　下町314,田沼町９０－２,下町（田沼）,500-180,36.36192234,139.571265
石塚405,石塚町２２０９,石塚町（上）,500-181,36.36229328,139.5618116
石塚013,石塚町2248－2,石塚町（上）,500-182,36.35982049,139.5610253
安良町153A,堀米町544－2,安良町上町,500-183,36.32574273,139.5856121
新吉水456,新吉水町483-1,新吉水町北,500-184,36.35265132,139.5791266
富士339,富士町1332,富士町（上）,500-185,36.35153535,139.6080511
市の沢421,赤見町519,赤見町（市場）,500-190,36.34068152,139.5280195
南赤見756,赤見町3111－18,赤見町（市場）,500-191,36.35005535,139.5371531
南赤見759,赤見町3111－19,赤見町（市場）,500-192,36.35008114,139.536723
,犬伏中町2149-10,犬伏中町,500-205,36.32549427,139.5975633
朱雀221,堀米町1255-2,朱雀町,500-207,36.32662977,139.5798547
,赤見町3150-5,赤見町（町屋）,500-209,36.35118986,139.5384992
南赤見719,赤見町3136-1,赤見町（町屋）,500-210,36.35184067,139.5361394
南赤見718,赤見町771,赤見町（町屋）,500-211,36.35159844,139.5356062
大門69,出流原町741,出流原町,500-212,36.36126605,139.5435593
下町147,田沼町96-4,下町,500-223,36.36096422,139.5695532
下町174,吉水町5-15,下町,500-224,36.36016727,139.5747654
井戸の内012,石塚町1741-1,石塚町（上）,500-226,36.36061413,139.5665295
石塚217,石塚町1674,石塚町（上）,500-225,36.35766001,139.5635414
並木476,並木町78-1,並木町（堀之内）,500-231,36.32947272,139.5547391
館野252,栃本町3200-2,栃本下,500-232,36.34759201,139.582824
奈良渕242,奈良渕町336-6,奈良渕町,500-241,36.33578252,139.5854279
奈良渕239,奈良渕町337,奈良渕町,500-242,36.33625971,139.5856289
奈良渕町271,奈良渕町326-1,奈良渕町,500-243,36.33482292,139.5849889
仲町383-01,犬伏中町2248-11,犬伏中町,500-247,36.32614852,139.5946675
仲町920Ａ,犬伏中町1948,犬伏中町,500-248,36.32437035,139.5975936
安良町576Ａ,堀米町517,堀米町（安良町上）,500-252,36.32631455,139.5870293
蓮沼148,赤見町2588-2,赤見町（市場）,500-253,36.34014681,139.5462056
南赤見307,赤見町787-5,赤見町（市場）,500-254,36.34905352,139.5352777
